Data;NDVI
2021-02-02;0.6345199502575949
2021-02-18;0.7447809557647899
2021-03-06;0.8188758749333807
2021-03-22;0.8392222774915616
2021-04-07;0.8087215668857703
2021-04-23;0.8261141943506841
2021-05-09;0.8204261147628356
2021-05-25;0.8298400781666371
2021-06-10;0.8527425830520522
2021-06-26;0.8449081542014569
2021-07-12;0.7945992360987744
2021-07-28;0.8417677384970687
2021-08-13;0.7954801918635638
2021-08-29;0.639832634570972
2021-09-14;0.5192754663350507
2021-09-30;0.4691849884526561
2021-10-16;0.5094193640078166
2021-11-01;0.524614498933902
2021-11-17;0.5199452914001422
2021-12-03;0.537288223801066
2021-12-19;0.7649329840142097
2022-01-01;0.8303706645344706
2022-01-17;0.826191773276475
2022-02-02;0.8368322792680761
2022-02-18;0.7892943329188135
2022-03-06;0.7112565997512882
2022-03-22;0.7559590513412685
2022-04-07;0.8650587315686623
2022-04-23;0.7790021495825193
2022-05-09;0.8113380351749868
2022-05-25;0.4995927340557826
2022-06-10;0.8281663528157754
2022-06-26;0.8430086516255109
2022-07-12;0.3989079943151538
2022-07-28;0.728193959850773
2022-08-13;0.6846020607567953
2022-08-29;0.5657597441819152
2022-09-14;0.5131165215846509
2022-09-30;0.46130897139811694
2022-10-16;0.43082131817374325
2022-11-01;0.5531778962331201
2022-11-17;0.7878847014925372
2022-12-03;0.794899182658138
2022-12-19;0.7149825932504442
2023-01-01;0.8242447228144989
2023-01-17;0.8184813788201849
2023-02-02;0.8236878308758219
2023-02-18;0.7517974418191509
2023-03-06;0.6796287795345535
2023-03-22;0.8030996269319596
2023-04-07;0.867205915793214
2023-04-23;0.8930982412506661
2023-05-09;0.8090774737964118
2023-05-25;0.852175306448748
2023-06-10;0.8053066974595845
2023-06-26;0.4381594954698883
2023-07-12;0.7332481968378045
2023-07-28;0.5914882750044417
2023-08-13;0.565394688221709
2023-08-29;0.46087457807781135
2023-09-14;0.4632163616983478
2023-09-30;0.4218429916503821
2023-10-16;0.404007479125955
2023-11-01;0.4116221393034825
2023-11-17;0.45566215351812367
2023-12-03;0.465612895204263
2023-12-19;0.5047312433392541
2024-01-01;0.598231130063966
2024-01-17;0.8231929104477613
2024-02-02;0.7881540415704389
2024-02-18;0.8175093444661576
2024-03-05;0.7804123823059158
2024-03-21;0.7931033753775097
2024-04-06;0.8456588381595311
2024-04-22;0.8082743293657847
2024-05-08;0.8190203588559251
2024-05-24;0.8307304494581633
2024-06-09;0.8553327589269852
2024-06-25;0.8520704387990763
2024-07-11;0.839453224373779
2024-07-27;0.6555689465269142
2024-08-12;0.6192472375199859
2024-08-28;0.5489416237342334
2024-09-13;0.46906521584650906
2024-09-29;0.4474172854858768
2024-10-15;0.43029232545745255
2024-10-31;0.4181965713270564
2024-11-16;0.4418003375977257
2024-12-02;0.4818063232682062
2024-12-18;0.4778624022743425
